,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,中文名,英文名
94,万石岩Ten-Thouand-Rock,6,90.0,,296.0,118.1039475438,24.4603729248,92,0.02,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/15ee4cc1-5e2c-4401-9988-c8ecdaab23ff.jpg_480x360_f8b3f342.jpg_480x360_56b39f23.jpg,万石岩,TenThouandRock
95,厦门大学芙蓉湖Xiamen University Furong Lake,22,90.0,,81.0,118.104911,24.442914,460,0.02,https://img1.qunarzz.com/travel/d7/1707/c2/a71e597cbbc87ab5.jpg_r_480x360x95_f6803844.jpg,厦门大学芙蓉湖,XiamenUniversityFurongLake
96,鼓浪屿龙头路,192,92.0,鼓浪屿龙头路是鼓浪屿主要街道之一，美食、购物，应有尽有，小资情调十足。,22.0,118.078533,24.451077,127,0.05,https://img1.qunarzz.com/travel/d8/1504/d0/7071febf60c39e.jpg_r_480x360x95_9fd7d459.jpg,鼓浪屿龙头路,
97,紫云岩,5,100.0,"紫云岩位于醉仙岩东面，周围群山峥嵘，时有云雾潦绕，瞵息之间，气象万千，仿佛飘浮在茫茫烟海之中。清人郑光沂在危岩下刻“紫云得路”四字，固而名声远扬。
紫云岩有达中庵，建于明代，清废，民国十九年（公元1930年）重修，有大雄宝殿、客堂、积…",225.0,118.1041050079,24.4555080934,0,0.0,https://img1.qunarzz.com/travel/d1/1508/5b/c9de40952cc18e.jpg_r_480x360x95_be6bd5c9.jpg,紫云岩,
98,中国唱片博物馆China Record Museum,5,82.0,,59.0,118.07956,24.44962,56,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/71aa4e34c601a3385b5eb95e07406425.jpg_r_480x360x95_c3b400ac.jpg,中国唱片博物馆,ChinaRecordMuseum
99,王艺大师素描,3,0.0,,64.0,118.071531027,24.4460482722,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,王艺大师素描,
100,上弦场,22,96.0,上弦场是厦门大学主体育场，是一个半椭圆形的大运动场，利用楼群与运动场之间的落差，因地制宜地砌成可容纳两万人的大看台，由于运动场与看台都呈弧形，恰似上弦月，故称之为“上弦场”。,162.0,118.103952,24.440246,11,0.0,https://img1.qunarzz.com/travel/poi/1411/84/84d5034b6dd4ca62cdb.jpg_r_480x360x95_5450b09f.jpg,上弦场,
101,鼓浪屿邮电支局Gulangyu Post Sub-bureau,1,68.0,,39.0,118.078422,24.450986,8,0.0,https://img1.qunarzz.com/travel/poi/1410/14/344d76a09eb8c352ffffffffc8d65eac.jpg_r_480x360x95_6628cc79.jpg,鼓浪屿邮电支局,GulangyuPostSubbureau
102,青礁慈济宫Ciji Palace of Qingjiao,2,88.0,,160.0,117.979524,24.492193,107,0.0,https://img1.qunarzz.com/p/tts9/1801/a0/6795db8b62512302.jpg_r_480x360x95_e8966224.jpg,青礁慈济宫,CijiPalaceofQingjiao
103,鲁迅纪念馆Lu Xun Memorial Hall,8,90.0,,238.0,118.102517,24.442563,111,0.0,https://img1.qunarzz.com/travel/poi/1502/78/233d7ad2a420d8.jpg_r_480x360x95_25753e36.jpg,鲁迅纪念馆,LuXunMemorialHall
104,五缘湾游艇服务中心,0,94.0,,,118.188511,24.535562,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,五缘湾游艇服务中心,
105,下潭尾红树林湿地生态公园,0,0.0,,,118.2068011624,24.6571224341,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,下潭尾红树林湿地生态公园,
106,夜游鹭江（海达轮渡码头）,0,0.0,,,118.081986,24.484454,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,夜游鹭江海达轮渡码头,
107,东渡邮轮码头,0,100.0,,,118.076551133,24.4911967981,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东渡邮轮码头,
108,观音山沙雕文化公园,0,0.0,,,118.2052461821,24.499905895,0,0.0,https://flight-feed.qunarzz.com/as3/376/image/poi_vishnu/f880e0fb-7393-48e1-ace4-fce6360c83cb.jpg_480x360_2d07a812.jpg_480x360_203f531a.jpg,观音山沙雕文化公园,
109,集美海洋动物馆,0,0.0,,,118.0981588199,24.5841667217,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,集美海洋动物馆,
110,厦门鼓浪屿珍奇世界Zhenqi World,0,0.0,,,118.076562,24.45268,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门鼓浪屿珍奇世界,ZhenqiWorld
111,清水宫Qingshui Palace,0,100.0,,,118.120159,24.534781,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,清水宫,QingshuiPalace
112,集美大学诚毅校区,0,92.0,,,118.0765838856,24.6133842468,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/cc9178bea43c3d3a84a248458f3f9c4e.jpg_r_480x360x95_df440014.jpg,集美大学诚毅校区,
113,大学路University Road,0,92.0,,,118.093899,24.446257,34,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/dfb11b4f-1ee8-46b2-94b0-c4612a3333b5.jpg_480x360_e1d76dd2.jpg_480x360_257286ae.jpg,大学路,UniversityRoad
114,厦门儿童公园Xiamen Children Park,0,96.0,,189.0,118.045285,24.491917,17,0.0,https://img1.qunarzz.com/travel/poi/1712/d0/c1ac948e8fc43437.jpg_r_480x360x95_39c0572a.jpg,厦门儿童公园,XiamenChildrenPark
115,寨遗址Zhai Ruins,0,100.0,,402.0,118.110827159,24.5708236677,3,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/9a94e370-6d31-4410-ac7a-d6d72fc1327f.jpg_480x360_29c52df1.jpg_480x360_29f74512.jpg,寨遗址,ZhaiRuins
116,陈敬贤墓塔Tomb Tower of Chen Jingxian,0,90.0,,277.0,118.1057764315,24.5851847754,5,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/4e714191-fe1b-4833-810f-315e2284d7c7.jpg_480x360_8528979a.jpg_480x360_e80091a5.jpg,陈敬贤墓塔,TombTowerofChenJingxian
117,厦门市图书馆Xiamen Library,1,96.0,,104.0,118.116621669,24.4956935128,22,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ad3f24d72b1f8aaf19c5326e2a7d3614.jpg_r_480x360x95_76ecb04c.jpg,厦门市图书馆,XiamenLibrary
118,不争公园Buzheng Park,0,92.0,,439.0,118.1368255123,24.4834514549,17,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/87f6607b-7f12-4090-81fe-46e0fbde2716.jpg_480x360_2054560a.jpg_480x360_bf8abfa6.jpg,不争公园,BuzhengPark
119,上李水库Shangli Reservoir,3,94.0,,449.0,118.13496,24.449851,22,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/32a2097c-7fb6-4b63-b3e2-6570c24ef465.jpg_480x360_4b9272c5.jpg_480x360_42e82c04.jpg,上李水库,ShangliReservoir
120,石峰岩寺Shifengyan Temple,0,84.0,,183.0,118.025493,24.512081,16,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,石峰岩寺,ShifengyanTemple
121,集美礼拜堂Jimei Chapel,0,92.0,,475.0,118.1118543516,24.5800952911,13,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/37b8c395-2cf3-406b-a160-cc3a16ff75a0.jpg_480x360_8bb12615.jpg_480x360_7e20f96f.jpg,集美礼拜堂,JimeiChapel
122,集美解放纪念碑Jimei Liberation Monument,1,86.0,,479.0,118.1138388415,24.5713615417,16,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c295ba96-fd45-4f9d-80f8-7cec3a1c6a49.jpg_480x360_11699a55.jpg_480x360_e080bba4.jpg,集美解放纪念碑,JimeiLiberationMonument
123,杏东公园Xingdong Park (North Gate),0,86.0,,484.0,118.05612,24.56803,29,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/ad232303-f260-4883-a9cd-5e95876b38b2.jpg_480x360_cf0646bb.jpg_480x360_4458468a.jpg,杏东公园,XingdongParkNorthGate
124,日东公园Ridong Park (Southeast Gate),0,90.0,,485.0,118.042478,24.567911,54,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c9341187-bad4-4dec-92e3-0ec72070233f.jpg_480x360_6f8c2ee6.jpg_480x360_0c74c013.jpg,日东公园,RidongParkSoutheastGate
125,太空飞梭,0,0.0,,253.0,118.181781,24.68192,0,0.0,https://img1.qunarzz.com/travel/poi/1707/6e/ef0c27666fb08837.jpg_r_480x360x95_10e5affd.jpg,太空飞梭,
126,番婆楼Fanpo Building,1,82.0,洛可可风格融入中国特色的漂亮建筑物，拥有岛上最高大的门楼。,13.0,118.074081,24.451554,91,0.0,https://img1.qunarzz.com/travel/poi/1707/2c/232c2dd4d8a8bf37.jpg_r_480x360x95_0c993871.jpg,番婆楼,FanpoBuilding
127,石室禅院Shishi Taoist Temple,0,86.0,,191.0,118.0289068224,24.5210104393,57,0.0,https://img1.qunarzz.com/travel/poi/1704/8d/1256912a3d32f37.jpg_r_480x360x95_93760ece.jpg,石室禅院,ShishiTaoistTemple
128,郑成功雕像,6,84.0,郑成功雕像屹立在鼓浪屿东南端的覆鼎岩，面朝波澜壮阔的大海，身披盔甲，手按宝剑，形象挺拨刚劲，气势雄伟。,12.0,118.083166,24.447582,8,0.0,https://img1.qunarzz.com/travel/poi/1606/e2/544ba2302f3c4f9a.jpg_r_480x360x95_a8831f15.jpg,郑成功雕像,
129,古龙酱文化园Gulong Sauce Cultural Park,1,92.0,,566.0,118.1471900091,24.6539726257,45,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/9abc19b6-3f8a-4d80-8b4d-6a5f2bf509ac.jpg_480x360_1c8ebdfd.jpg_480x360_e509bc1c.jpg,古龙酱文化园,GulongSauceCulturalPark
130,黄厝村Huangcuo Village,10,90.0,,171.0,118.147689,24.441027,65,0.0,https://img1.qunarzz.com/travel/d1/1601/5d/084fba7ae370df7.jpg_r_480x360x95_d90c2680.jpg,黄厝村,HuangcuoVillage
131,百年鼓浪屿博物馆,1,0.0,百年鼓浪屿博物馆位于福建省厦门市鼓浪屿福建路62号。,104.0,118.078098,24.450213,3,0.0,https://img1.qunarzz.com/travel/d7/1607/ef/6023916b5416f29a.jpg_r_480x360x95_806dd9ae.jpg,百年鼓浪屿博物馆,
132,华侨大学Huaqiao University,4,92.0,,194.0,118.091254,24.61053,48,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/11d6656c-edde-4769-85fd-915ab9ee42b3.jpg_480x360_1429d906.jpg_480x360_52391244.jpg,华侨大学,HuaqiaoUniversity
133,圣妈宫Palace of the Holy Mother in Heaven,3,96.0,,89.0,118.1214064571,24.4386795704,6,0.02,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/51d5c605-914c-42a7-9cb1-bda28e288ab3.jpg_480x360_e761fdcf.jpg_480x360_48b8b127.jpg,圣妈宫,PalaceoftheHolyMotherinHeaven
134,台湾民俗村Xiamen Taiwan Folk Village,32,74.0,,24.0,118.145024682,24.4400129604,327,0.0,https://img1.qunarzz.com/travel/poi/1706/5a/82dd1079f1d73237.jpg_r_480x360x95_ddac1ce0.jpg,台湾民俗村,XiamenTaiwanFolkVillage
135,翠丰温泉,2,84.0,景色优美的同安汀溪水库风景区，幽雅舒适的环境，天然纯净的温泉，汇粹了闽南地域文化。,46.0,118.137845,24.79748,19,0.0,https://img1.qunarzz.com/travel/d8/1511/ef/18df62aab412acf7.jpg_r_480x360x95_b2b625bb.jpg,翠丰温泉,
136,中山公园Zhongshan Park,54,90.0,,27.0,118.096405,24.465472,313,0.06,https://img1.qunarzz.com/travel/d2/1502/f1/1849c6a6a0a766.jpg_r_480x360x95_d953ae0a.jpg,中山公园,ZhongshanPark
137,大嶝岛Dadeng Island,14,70.0,,30.0,118.350464,24.560407,148,0.0,https://img1.qunarzz.com/travel/d2/1504/4e/ce4b624a27b729.jpg_r_480x360x95_567849de.jpg,大嶝岛,DadengIsland
138,怪坡Strange Slope,11,86.0,,21.0,118.127366,24.458455,60,0.02,https://img1.qunarzz.com/travel/d0/1504/89/c0a8e01c62c2cb.jpg_r_480x360x95_bd90da63.jpg,怪坡,StrangeSlope
139,万国建筑博览World Architecture Expo,13,90.0,各种风格各异、中西合壁的中外建筑非常值得一看。,17.0,118.075118,24.453174,415,0.24,https://img1.qunarzz.com/travel/d8/1508/d8/98e623286ed4fb.jpg_r_480x360x95_7bbb69f3.jpg,万国建筑博览,WorldArchitectureExpo
140,郑成功纪念馆Zheng Chenggong Memorial Hall,17,88.0,是国内非常大的郑成功文物文献收藏中心和研究基地。,30.0,118.07333,24.449014,289,0.08,https://img1.qunarzz.com/travel/d2/1711/d7/efb2842bfad41db5.jpg_r_480x360x95_63e9db3c.jpg,郑成功纪念馆,ZhengChenggongMemorialHall
141,帷幕开啦红地毯蜡像艺术馆Red Carpet Wax Museum,3,88.0,,37.0,118.079168,24.451844,262,0.0,https://img1.qunarzz.com/travel/d6/1507/80/7c8c8eef19a5e.jpg_r_480x360x95_032139a1.jpg,帷幕开啦红地毯蜡像艺术馆,RedCarpetWaxMuseum
142,龙山洞Longshan Cave,1,80.0,一个凉爽的隧道 ，夏天是个避暑的好地方。,41.0,118.075797,24.45431,73,0.0,https://img1.qunarzz.com/travel/d9/1704/73/a10f737b5d956eb5.jpg_r_480x360x95_4ab451e7.jpg,龙山洞,LongshanCave
143,笔山洞Bishan Cave,6,84.0,连接龙头路到内厝奥的一条隧道，感觉充满了故事。,23.0,118.071502,24.451675,67,0.01,https://img1.qunarzz.com/travel/d9/1604/a7/6d16acaa25249af7.jpg_r_480x360x95_812f2c1d.jpg,笔山洞,BishanCave
144,琴园Qinyuan Garden,18,84.0,鼓浪屿核心景点之一，百鸟园就在这个景区内。,31.0,118.070675,24.448213,284,0.11,https://img1.qunarzz.com/travel/d3/1702/b8/89df9764ac3f7b5.jpg_r_480x360x95_05544719.jpg,琴园,QinyuanGarden
145,陈嘉庚先生故居Xiamen Guilai Park,19,88.0,,149.0,118.108676,24.5739,142,0.05,https://img1.qunarzz.com/travel/poi/1409/19/bcbfd3ce2ce0102cffffffffc8d65eac.jpg_r_480x360x95_47cac281.jpg,陈嘉庚先生故居,XiamenGuilaiPark
146,龙舟池The Lake of Dragon Boat,22,88.0,,224.0,118.1044288844,24.5706934793,136,0.02,https://img1.qunarzz.com/travel/poi/1411/69/69d493dd561306c5cdb.jpg_r_480x360x95_aca5433f.jpg,龙舟池,TheLakeofDragonBoat
147,厦门大桥Xiamen Bridge,9,84.0,,93.0,118.108759,24.563138,161,0.02,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c35fcb38-f4db-47c2-8bc3-3db19d6cb3d3.jpg_480x360_7b5ce597.jpg_480x360_8847814c.jpg,厦门大桥,XiamenBridge
148,海沧大桥Haicang Bridge,15,92.0,,297.0,118.086633,24.500514,37,0.01,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/a07009fded99e3887a366d70f278830f.jpg_r_480x360x95_e4ea5ccc.jpg,海沧大桥,HaicangBridge
149,华侨亚热带植物引种园Overseas Chinese Subtropical Plant Introduction Garden,1,92.0,,42.0,118.071705,24.448528,72,0.01,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/a091b3a1-e642-4620-8168-84aec5fffa40.jpg_480x360_d37132f4.jpg_480x360_d3108dad.jpg,华侨亚热带植物引种园,OverseasChineseSubtropicalPlantIntroductionGarden
150,狮山Lion Mountain,4,90.0,,125.0,118.115025,24.442661,121,0.01,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/1e000ded-6928-49e3-972b-e2120502630c.jpg_480x360_6cd5ea95.jpg_480x360_f33d970b.jpg,狮山,LionMountain
151,延平故垒Yanping Ancient Village,2,82.0,,298.0,118.110801,24.570926,32,0.01,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/1619ab588617c4dcff40a280a7709020.jpg_r_480x360x95_eb16cbfd.jpg,延平故垒,YanpingAncientVillage
152,仙洞天界寺Xiamen Tianjie Temple,1,90.0,厦门小八景之一，可焚香祈福，也可登高赏美景。,299.0,118.1031032768,24.4563786312,46,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/9d60a8d4-ca21-4855-9446-d1492ca437f8.jpg_480x360_2245836f.jpg_480x360_17338903.jpg,仙洞天界寺,XiamenTianjieTemple
153,鼓浪屿日本领事馆旧址,3,66.0,日本领事馆建于1897年，由中国工匠王天赐设计承建，以拱券宽廊仿英式别墅为基调，使用西洋双柱桁架与中国传统坡顶相折衷，具有维多利亚时代的某些建筑特征，女墙和廊沿压条下均采用闽南土陶烧制的花瓶为装饰，古朴典雅。领事馆面积600平方米，两层…,21.0,118.079452,24.450726,12,0.01,https://img1.qunarzz.com/travel/poi/201406/06/0a07633f15114b39ddb12cfb.jpg_r_480x360x95_28fc14ea.jpg,鼓浪屿日本领事馆旧址,
154,虎溪岩Huxi Cave,3,86.0,,300.0,118.097853825,24.4560036039,64,0.01,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c12711a9-ae17-4fc6-ba57-f3146c1c694a.jpg_480x360_1b728bef.jpg_480x360_8b0daffc.jpg,虎溪岩,HuxiCave
155,华侨博物院Oversea Chinese Museum,7,88.0,全面及系统地展示华侨华人历史的综合性博物馆。,107.0,118.096436,24.448364,146,0.0,https://img1.qunarzz.com/travel/d3/1512/f7/41b2f5385d5886f7.jpg_r_480x360x95_2c7f1b3b.jpg,华侨博物院,OverseaChineseMuseum
156,景州乐园,2,50.0,"景州乐园以“山水有情、人间有爱”为主题,园里的布局典雅、浪漫,五彩缤纷的花园里，错落着形态各异的艺术雕像，充满了欧美的艺术情调。",175.0,118.1465093473,24.4370148496,4,0.0,https://img1.qunarzz.com/travel/d1/201403/30/838ed99f8821b978ddb12cfb.jpg_r_480x360x95_a6c6ea13.jpg,景州乐园,
157,英国领事馆旧址,4,60.0,,52.0,118.079793,24.451581,11,0.01,https://img1.qunarzz.com/travel/poi/201406/06/45072b86c0f11d29ddb12cfb.jpg_r_480x360x95_6f17250f.jpg,英国领事馆旧址,
158,林语堂故居Linyutang Former Residence,3,84.0,,53.0,118.077633,24.448775,85,0.01,https://img1.qunarzz.com/travel/d5/1504/ec/a67b60568605d.jpg_r_480x360x95_868df047.jpg,林语堂故居,LinyutangFormerResidence
159,南湖公园Xiamen Nanhu Park,5,94.0,,174.0,118.112425,24.485493,68,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/f053af9d-e75b-499d-a5f7-a30ef21471ec.jpg_480x360_b7ddb725.jpg_480x360_37481ca7.jpg,南湖公园,XiamenNanhuPark
160,鸿山公园Hongshan Park,8,90.0,,133.0,118.09301,24.453367,125,0.0,https://img1.qunarzz.com/travel/d6/1512/28/6ada5a600e20f2f7.jpg_r_480x360x95_2b4fb2ff.jpg,鸿山公园,HongshanPark
161,黑糖(顶澳仔店),1,0.0,,150.0,118.0985458732,24.4459763717,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,黑糖顶澳仔店,
162,复兴堂Fuxing Church,2,84.0,,54.0,118.080933,24.449911,3,0.0,https://img1.qunarzz.com/travel/d1/1609/6c/691f29856c9137b5.jpg_r_480x360x95_2133c425.jpg,复兴堂,FuxingChurch
163,李清泉别墅Li Qingquan Villa,2,88.0,,40.0,118.08138,24.449649,17,0.0,https://img1.qunarzz.com/travel/poi/1410/16/53bfe7be1d9ea942ffffffffc8d65eac.jpg_r_480x360x95_461b502e.jpg,李清泉别墅,LiQingquanVilla
164,一朵一果,1,80.0,一朵一果是专卖特色的明信片和笔记本的小店。,55.0,118.07514063,24.44979038,3,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,一朵一果,
165,鼓声洞Gusheng Cave,1,84.0,,56.0,118.070356,24.446144,24,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d51ec1f5-d091-46de-aa18-cb2a356b9e83.jpg_480x360_23faa35a.jpg_480x360_d2c70111.jpg,鼓声洞,GushengCave
166,货币文化馆Xiamen Numismatic Museum,1,80.0,,305.0,118.0765681075,24.4488263891,1,0.0,https://img1.qunarzz.com/travel/poi/1411/b6/b68d3ea2f75499c4cdb.jpg_r_480x360x95_60267648.jpg,货币文化馆,XiamenNumismaticMuseum
167,金榜公园Xiamen Jinbang Park,10,88.0,,173.0,118.116581,24.47087,229,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/03901aa7-db89-4058-987a-035087ecebb2.jpg_480x360_3878bd64.jpg_480x360_27332a30.jpg,金榜公园,XiamenJinbangPark
168,不在书店ONCE Bookstore,29,76.0,这是一处将花店和书店融为一体的小小天堂，不定期举办读书会、民谣演出等活动。,233.0,118.093545,24.465615,38,0.01,https://img1.qunarzz.com/travel/d4/1812/aa/a1d7fca6eb30db5.jpg_r_480x360x95_38e4d3e2.jpg,不在书店,ONCEBookstore
169,白鹿洞寺White Deer Cave Si,1,82.0,,306.0,118.096398,24.456205,57,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/218dfad7e36505f62469147ab8cf3fa0.jpg_r_480x360x95_84729af6.jpg,白鹿洞寺,WhiteDeerCaveSi
170,文曾路花溪,1,80.0,文曾路的花溪，每年的春节以后盛开。盛开期间，吸引了众多的市民，前来赏花摄影。,60.0,118.114517,24.47207,4,0.0,https://img1.qunarzz.com/travel/poi/1806/6a/ffdede8efb20437.jpg_r_480x360x95_187dadc5.jpg,文曾路花溪,
171,筼筜湖Yundang Inner Lake,13,94.0,,88.0,118.0959057491,24.4775237209,106,0.0,https://img1.qunarzz.com/travel/d0/1605/37/42ee4f89c5379ef7.jpg_r_480x360x95_c22f839f.jpg,筼筜湖,YundangInnerLake
172,英雄三岛Heroes Three-island,3,80.0,,309.0,118.335925,24.549326,49,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1552763103290100b0u000000iz0ls7AB2_D_640_10000.jpg_r_480x360x95_6e710e56.jpg,英雄三岛,HeroesThreeisland
173,厦门十二龙潭Xiamen Twelve Dragons Lake,3,82.0,,311.0,118.1817061321,24.7445898939,8,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c228b23d-7886-4346-b71c-19c652718885.jpg_480x360_cf391154.jpg_480x360_d2d64192.jpg,厦门十二龙潭,XiamenTwelveDragonsLake
174,鼓浪石Gulangshi,3,86.0,,38.0,118.067006,24.447987,46,0.0,https://img1.qunarzz.com/travel/poi/1410/15/78f8688770467111ffffffffc8d65eac.jpg_r_480x360x95_ac84d213.jpg,鼓浪石,Gulangshi
175,书法广场Xiamen Calligraphy Square,12,86.0,,54.0,118.1260271921,24.4336263067,148,0.03,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/817cffa2-88f7-48a0-981e-8e8a5c858dc7.jpg_480x360_485947de.jpg_480x360_f93c9bed.jpg,书法广场,XiamenCalligraphySquare
176,协和礼拜堂Union Church,1,88.0,,58.0,118.078869,24.45036,28,0.0,https://img1.qunarzz.com/travel/d1/1611/a6/d16b560c04684fb5.jpg_r_480x360x95_39a4fa51.jpg,协和礼拜堂,UnionChurch
177,火烧屿Huoshaoyu Island,1,82.0,,72.0,118.0752993593,24.4984479813,7,0.0,https://flight-feed.qunarzz.com/as3/271/image/poi_vishnu/e9ef929c-f35e-410d-be09-5d544f619368.jpg_480x360_30913b02.jpg_480x360_0d948b1f.jpg,火烧屿,HuoshaoyuIsland
178,孔庙,2,80.0,座落在同安县城东溪西畔，始建于五代，现存的建筑是清朝乾隆年间重建的大成殿。现在的孔庙已成为同安区博物馆，陈列着200多件从全县各地收集的石雕、碑刻，神态各异，造型逼真，精湛的工艺令游人赞叹不已，人称“同安兵马俑”。,223.0,118.1643511215,24.7385960948,1,0.0,https://img1.qunarzz.com/travel/d5/1508/fa/4d50ef011b593f.jpg_r_480x360x95_d584df88.jpg,孔庙,
179,笔山公园Bishan Park,1,82.0,,44.0,118.072215,24.451643,25,0.0,https://img1.qunarzz.com/travel/poi/1410/16/3b53f7ab7f7ff5b4ffffffffc8d65eac.jpg_r_480x360x95_50127106.jpg,笔山公园,BishanPark
180,华新路Huaxin Road,38,94.0,隐藏着厦门半个世纪的历史，漫步每栋建筑，寻找背后的历史故事。,38.0,118.0937132443,24.4659099579,86,0.0,https://img1.qunarzz.com/travel/d2/1607/9c/610d5fe7cc781d9a.jpg_r_480x360x95_21e2c67e.jpg,华新路,HuaxinRoad
