,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
162,162,国家植物园南园Zhongguo Ke Xueyuan Zhiwu Yanjiusuo Beijing Botanical Garden,2,92.0,游客较少，一年四季都有可欣赏的美景。,1011.0,116.2176287753,39.9969668342,54,0.0,国家植物园南园,ZhongguoKeXueyuanZhiwuYanjiusuoBeijingBotanicalGarden
163,163,东交民巷Dongjiaomin Lane,2,92.0,北京最长的胡同，众多的使馆建筑群坐落于此，充满了西洋风情。,57.0,116.417056,39.90893,163,0.01,东交民巷,DongjiaominLane
164,164,中华民族博物院China Ethnic Culture Park,1,90.0,参观各民族特色建筑，欣赏民俗表演，穿民族服装拍照留念。,58.0,116.3977926648,39.9891862822,390,0.0,中华民族博物院,ChinaEthnicCulturePark
165,165,历代帝王庙Lidai Diwang Miao (Temple of Previous Dynasties),1,94.0,,779.0,116.37398,39.930723,94,0.0,历代帝王庙,LidaiDiwangMiaoTempleofPreviousDynasties
166,166,密云白河Miyun Bai River,1,100.0,,796.0,116.8540785729,40.4067339119,4,0.0,密云白河,MiyunBaiRiver
167,167,周口店北京人遗址博物馆Zhoukoudian Peking Man Site Museum,1,88.0,世界文化遗产，“北京人”的发祥地，历史迷的必到之地！,4.0,115.943241,39.693589,358,0.0,周口店北京人遗址博物馆,ZhoukoudianPekingManSiteMuseum
168,168,湖洞水,1,80.0,是平谷重点旅游景区之一，位于平谷区东北部黄松峪辖区内，距平谷21公里。坐落于一个长约10华里的大峡谷中，游区总面积9平方公里，东西长六公里，南北宽一点五公里，其中水面面积6000平方米，建筑面积26000平方米。因此处峡谷中有湖，山中有洞，溪水…,823.0,117.2438324046,40.2823775466,2,0.0,湖洞水,
169,169,碓臼峪Changping Duijiuyu Natural Scenic Resort,1,70.0,,2.0,116.21284,40.37105,34,0.0,碓臼峪,ChangpingDuijiuyuNaturalScenicResort
170,170,红井路(驾车游览),0,98.0,,,115.626584781,39.7222329834,3,0.0,红井路驾车游览,
171,171,京郊游,0,0.0,,,0.0,0.0,0,0.0,京郊游,
172,172,北京独角兽星空艺术馆Beijing Dujiaoshou Xingkong Art Museum,0,84.0,,,116.4183880931,39.9222257395,8,0.0,北京独角兽星空艺术馆,BeijingDujiaoshouXingkongArtMuseum
173,173,西六宫West Palaces,2,94.0,,2047.0,116.402229,39.926585,18,0.0,西六宫,WestPalaces
174,174,北京园博园Beijing Garden Expo Park,1,92.0,汇集国内外各类园林，历史文化氛围浓郁，花开四季不断。,2798.0,116.196833,39.882092,559,0.0,北京园博园,BeijingGardenExpoPark
175,175,山顶教堂Hilltop Church,4,92.0,,5.0,117.281965,40.656816,82,0.0,山顶教堂,HilltopChurch
176,176,百里山水画廊—乌龙峡谷Wulong Canyon,2,84.0,,52.0,116.465452,40.703776,30,0.0,百里山水画廊乌龙峡谷,WulongCanyon
177,177,顺义奥林匹克水上公园欢乐水世界,1,100.0,顺义奥林匹克水上公园是2008年北京奥运会赛艇、皮划艇、马拉松游泳以及残奥会赛艇项目比赛场馆，位于顺义区北小营镇潮白河畔，总面积约162.59公顷。,453.0,116.6993433104,40.1789684305,3,0.0,顺义奥林匹克水上公园欢乐水世界,
178,178,菊儿胡同Ju'er Hutong,4,86.0,,807.0,116.4121458264,39.9455108643,70,0.0,菊儿胡同,JuerHutong
179,179,丫髻山Yaji Mountain,2,94.0,,4.0,116.975711347,40.2798983186,72,0.0,丫髻山,YajiMountain
180,180,齐物潭Qiwu Pond,0,98.0,,,116.1805511159,40.0676842242,2,0.0,齐物潭,QiwuPond
181,181,国子监街Guozijian Street,2,92.0,,2370.0,116.4186874199,39.9517555237,70,0.0,国子监街,GuozijianStreet
182,182,琉璃厂古玩字画一条街Liulichang Guwan Zihua Yi Tiao Street,2,92.0,众多售卖古玩字画的老字号店铺聚集，是感受古典文化的好地方。,32.0,116.39146,39.901621,166,0.04,琉璃厂古玩字画一条街,LiulichangGuwanZihuaYiTiaoStreet
183,183,卢沟桥Marco Polo Bridge,10,92.0,数一数桥上姿态各异的石狮子，中秋之夜来赏著名的“卢沟晓月”。,70.0,116.226298,39.855993,285,0.0,卢沟桥,MarcoPoloBridge
184,184,砖塔胡同Beijing Zhuanta Lane,3,92.0,,777.0,116.373735,39.928131,21,0.0,砖塔胡同,BeijingZhuantaLane
185,185,黑龙潭风景区Black Dragon Pond Scenic Area,4,90.0,欣赏峡谷、深潭、瀑布等自然风光，冬季看冰瀑奇观。,368.0,116.793737,40.569355,371,0.0,黑龙潭风景区,BlackDragonPondScenicArea
186,186,八大胡同Eight Great Hutongs,2,86.0,,41.0,116.398954,39.898892,103,0.0,八大胡同,EightGreatHutongs
187,187,十渡孤山寨Shidu Gushan Village,5,88.0,,799.0,115.6309576692,39.6377584211,344,0.0,十渡孤山寨,ShiduGushanVillage
188,188,中国古动物馆The Paleozoological Museum of China,1,90.0,,119.0,116.340639,39.943187,223,0.0,中国古动物馆,ThePaleozoologicalMuseumofChina
189,189,京东大溶洞Jingdong Large Cave,1,82.0,溶洞四季所见所闻所感迥然不同，又各得佳妙。,2.0,117.260596,40.218624,133,0.0,京东大溶洞,JingdongLargeCave
190,190,水关长城Shuiguan Great Wall,10,88.0,游客较少的一处长城景区，风光原始，还可以参观詹天佑故居。,38.0,116.044886,40.343181,306,0.0,水关长城,ShuiguanGreatWall
191,191,遥桥古堡Yao Bridge Gubao,1,86.0,,6.0,117.3890629389,40.639831543,9,0.0,遥桥古堡,YaoBridgeGubao
192,192,圣泉山观音寺,1,100.0,圣泉山观音寺始建于唐代，距今已有千年历史。但风云变幻，现在已找不到确切的文字记载。据民间传说，唐代著名女将樊梨花镇守幽州北境。一次与北国交兵，被困九龙山（那时圣泉山还叫九龙山）下，敌强我弱，命悬一线。情急之中，樊梨花合掌急呼，“观…,987.0,116.5864045968,40.2954141013,1,0.0,圣泉山观音寺,
193,193,北京金海湖微澜山谷,0,0.0,,,117.344323,40.173719,0,0.0,北京金海湖微澜山谷,
194,194,北京邑仕庄园国际酒庄Yishi Zhuangyuan Putaojiu Experience Hall,0,100.0,,,117.055248,40.492133,0,0.0,北京邑仕庄园国际酒庄,YishiZhuangyuanPutaojiuExperienceHall
195,195,圣露海利根花园Shenglu Hailigen Garden,0,84.0,,,116.494676,40.053179,6,0.0,圣露海利根花园,ShengluHailigenGarden
196,196,松美术馆Song Gallery,0,88.0,,,116.591738,40.03146,18,0.0,松美术馆,SongGallery
197,197,西单Beijing Xidan Commercial Street,0,92.0,北京最著名的商业街区，购物中心林立，是年轻人喜欢的购物休闲场所。,,116.380943,39.917365,420,0.0,西单,BeijingXidanCommercialStreet
198,198,宋庄艺术区Songzhuang Art Colony,0,90.0,北京著名的艺术家聚集地，浓厚的文艺氛围堪比798艺术区。,6.0,116.733016,39.955435,42,0.0,宋庄艺术区,SongzhuangArtColony
199,199,雾灵西峰风景区Wulingxifeng Sceneic Area,1,88.0,,60.0,117.368983,40.640222,37,0.0,雾灵西峰风景区,WulingxifengSceneicArea
200,200,斋堂水库Mentougou Zhaitang Reservoir,1,82.0,,4.0,115.677196,39.966776,36,0.0,斋堂水库,MentougouZhaitangReservoir
201,201,人定湖公园Xicheng Rending Lake Park,3,92.0,,832.0,116.392391,39.963629,198,0.0,人定湖公园,XichengRendingLakePark
202,202,八奇洞Mentougou Baqi Cave,2,86.0,,2.0,116.0337155855,39.8992767334,47,0.0,八奇洞,MentougouBaqiCave
203,203,云峰山Yunfeng Mountain,2,86.0,,4.0,116.956189,40.593058,49,0.0,云峰山,YunfengMountain
204,204,玫瑰情园Rose Garden,2,84.0,,348.0,116.911708,40.356747,35,0.0,玫瑰情园,RoseGarden
205,205,宝山八景之北湾浣溪,0,0.0,,,116.559499,40.699084,0,0.0,宝山八景之北湾浣溪,
206,206,月亮河休闲小镇,0,20.0,,,116.6822387216,39.9263550436,0,0.0,月亮河休闲小镇,
207,207,神堂峪栈道Shentangyu Walkway,0,60.0,,,116.6526906208,40.4188954412,0,0.0,神堂峪栈道,ShentangyuWalkway
208,208,御花园Imperial Garden,9,92.0,,683.0,116.403161,39.927608,115,0.0,御花园,ImperialGarden
209,209,中间美术馆ZhongJian YiShuGuan,1,84.0,,669.0,116.2376289665,39.959846069,20,0.0,中间美术馆,ZhongJianYiShuGuan
210,210,冶仙塔旅游风景区Yexianta Amusement Park,0,90.0,,42.0,116.873395,40.407722,38,0.0,冶仙塔旅游风景区,YexiantaAmusementPark
211,211,孔庙和国子监博物馆Confucius Temple and The Imperial College Museum,2,92.0,古代的最高等学府，来此探幽访古，祈求考学顺利。,398.0,116.420343,39.953111,259,0.0,孔庙和国子监博物馆,ConfuciusTempleandTheImperialCollegeMuseum
212,212,潮白河Chaobai River,0,90.0,,26.0,116.6880264897,40.2103029487,26,0.0,潮白河,ChaobaiRiver
213,213,奥林匹克公园Olympic Garden,13,94.0,北京2008年奥运会的主要举办地，有鸟巢、水立方等著名比赛场馆。,596.0,116.399206,39.999245,590,0.0,奥林匹克公园,OlympicGarden
214,214,双龙峡东山森林公园,0,0.0,双龙峡东山市级森林公园位于我区斋堂镇火村，​园内地文景观众多，杏苑、悬龙车、牛角湖、仙女湾、京西第一瀑、咕嘟水让人留连忘返。双龙峡瀑布成群，是京西特有的瀑布群。观峡谷，远望其势，近看其质，观形悟神，怡情以冶。园内历史遗迹也众多，庙…,3036.0,115.723417,39.959886,0,0.0,双龙峡东山森林公园,
215,215,十渡仙西山Shiduxianxi Mountain,2,78.0,,3352.0,115.511534,39.661045,34,0.0,十渡仙西山,ShiduxianxiMountain
216,216,旺兴湖郊野公园Wangxinghu Jiaoye Park,1,90.0,,3403.0,116.442755,39.820353,45,0.0,旺兴湖郊野公园,WangxinghuJiaoyePark
217,217,美神宫动物园Meishengong Zoo,0,94.0,,1333.0,116.4415129664,40.1631820532,3,0.0,美神宫动物园,MeishengongZoo
218,218,北京鹿世界主题园Beijing Deer World Pasture,0,84.0,,30.0,116.707515,40.301568,32,0.0,北京鹿世界主题园,BeijingDeerWorldPasture
219,219,苏州街Suzhou Street,6,90.0,,475.0,116.2806,40.008137,177,0.0,苏州街,SuzhouStreet
220,220,故宫钟表馆Watch Museum (Fengxian Temple),6,94.0,原是皇帝祭祀祖先的宫殿，现在作为故宫所藏钟表的展示厅，内藏钟表精美而有趣。,219.0,116.405192,39.925225,126,0.0,故宫钟表馆,WatchMuseumFengxianTemple
221,221,定陵Dingling,2,88.0,,80.0,116.232421,40.30048,699,0.02,定陵,Dingling
222,222,王府井天主教堂Wangfujing Catholic Church,1,92.0,北京四大天主教堂之一，是中西建筑风格共融的典范。,88.0,116.418472,39.923646,366,0.01,王府井天主教堂,WangfujingCatholicChurch
223,223,陶然亭公园Taoranting Park,16,92.0,公园内湖水与树木相依，可以观赏著名的陶然亭和仿建的全国各地名亭。,270.0,116.388442,39.88066,709,0.0,陶然亭公园,TaorantingPark
224,224,湖广会馆Huguang Guild Hall,4,86.0,200多年的老戏楼，听相声和京剧的好去处。,69.0,116.390322,39.894984,89,0.0,湖广会馆,HuguangGuildHall
225,225,北京杜莎夫人蜡像馆Madame Tussauds Beijing,2,94.0,蜡像造型逼真，可以与奥巴马、梦露、周杰伦等名人“亲密合影”。,21.0,116.404671,39.903663,1517,0.0,北京杜莎夫人蜡像馆,MadameTussaudsBeijing
226,226,正乙祠戏楼Zhengyi Temple Opera Tower,2,90.0,这里有“戏楼文化史上的活化石”之称，曾有多位戏剧大师在此登台。,537.0,116.392471,39.905106,73,0.0,正乙祠戏楼,ZhengyiTempleOperaTower
227,227,西山,2,80.0,"西山国家森林公园位于北京西郊小西山，地跨海淀、石景山、门头沟三区，她以北京西山试验林场为基础，总面积5970公顷，是京郊风景区的重要组成部分，是距北京市区最近的一座国家级森林公园。
西山国家森林公园属温带大陆性季风气候类型，地带性植被…",811.0,116.210271,39.978724,80,0.0,西山,
228,228,北京法藏寺遗址Fazang Temple Site,2,100.0,,827.0,116.4403763276,39.8893462247,1,0.0,北京法藏寺遗址,FazangTempleSite
229,229,松山自然保护区Songshan Nature Reserve,1,84.0,,493.0,115.836964,40.515289,64,0.0,松山自然保护区,SongshanNatureReserve
230,230,北宫国家森林公园Beigong National Forest Park,9,92.0,北京赏枫的热门地点，登上望京亭，可以眺望北京全景。,839.0,116.127205,39.868697,426,0.0,北宫国家森林公园,BeigongNationalForestPark
231,231,鳞龙山自然风景区Huairou Linlong Mountain,1,78.0,,13.0,116.3371090254,40.455106043,15,0.0,鳞龙山自然风景区,HuairouLinlongMountain
232,232,黄草梁自然风景区Huangcaoliang Natural Scenic Resort,1,80.0,,940.0,115.597926,40.056175,20,0.0,黄草梁自然风景区,HuangcaoliangNaturalScenicResort
233,233,中华梦石城,1,100.0,中华梦石城位于北京慕田峪长城旅游区的长城脚下，它荟萃全国奇石二万多方，重4500多吨，是“中国奇石收藏家”的活动基地。园内主要有“慕田水琳洞”、“怪石圈”和“奇石大观楼”。“慕田水琳洞”洞中有洞，洞洞相连，里面不仅水流喘急，而且有壮观…,981.0,116.5742328761,40.4358403536,36,0.0,中华梦石城,
234,234,青龙湖,3,0.0,“青龙湖”湖水清澈，风景如画，设有迷你海滩，高空飞伞，水上摩托，水中龙船，湖边垂钓，湖区考古，餐饮住宿，陆地游乐等休闲娱乐项目。,1074.0,116.7206258641,40.4527875109,1,0.0,青龙湖,
235,235,兴旺湖公园,0,0.0,,,116.4419697509,39.5387541429,0,0.0,兴旺湖公园,
236,236,未来水世界,0,0.0,,,116.692152626,39.8640785072,0,0.0,未来水世界,
237,237,古北水镇沙岭子民俗村,0,100.0,,,117.2666927902,40.6469547796,0,0.0,古北水镇沙岭子民俗村,
238,238,国家动物博物馆Guojiadong Museum,0,90.0,,,116.3929918812,40.0111959474,6,0.0,国家动物博物馆,GuojiadongMuseum
239,239,谷山村Gushan Village,0,78.0,,,116.065568,39.997626,6,0.0,谷山村,GushanVillage
240,240,玉龙湖Yulong Lake,0,0.0,,1369.0,115.7287214214,39.9767174206,0,0.0,玉龙湖,YulongLake
241,241,锯齿崖Sawtooth Cliff,1,94.0,,1370.0,117.3108131299,40.1889716347,5,0.0,锯齿崖,SawtoothCliff
242,242,醉若游龙公园Zuiruoyoulong Park,0,0.0,,1487.0,116.4221336729,39.9842629989,0,0.0,醉若游龙公园,ZuiruoyoulongPark
243,243,大王庙Dawang Temple,0,80.0,,1737.0,116.271773,39.805333,1,0.0,大王庙,DawangTemple
244,244,东六宫Six Eastern Palaces,2,96.0,,694.0,116.404391,39.926648,13,0.0,东六宫,SixEasternPalaces
245,245,岔道古城Chadao Ancient City,0,84.0,,21.0,115.9992868174,40.3706130981,10,0.0,岔道古城,ChadaoAncientCity
246,246,猕猴桃谷风景区Mihoutaogu Sceneic Area,0,86.0,,2270.0,116.2314881274,40.3751070042,12,0.0,猕猴桃谷风景区,MihoutaoguSceneicArea
247,247,潘家园Panjiayuan,3,90.0,全国最大的旧货市场，经常能淘到不少有意思的东西。,69.0,116.465,39.881173,334,0.0,潘家园,Panjiayuan
248,248,五道口Wudaokou,3,92.0,,94.0,116.344444,39.998564,161,0.0,五道口,Wudaokou
249,249,长峪城Changyu Pass,1,88.0,,2907.0,115.9097343033,40.2142387644,7,0.0,长峪城,ChangyuPass
250,250,昌平新城滨河森林公园Changping New Town Binhe Forest Park (South Gate),0,90.0,,2984.0,116.274663,40.218578,9,0.0,昌平新城滨河森林公园,ChangpingNewTownBinheForestParkSouthGate
251,251,丫髻山森林公园,0,0.0,丫髻山森林公园地处平谷西北部，面积200公顷。丫髻山，北京京郊第一家以松林浴为主要特色的森林旅游景点。公园蓊郁葱绿的油松林生长旺盛，遮天蔽日，被誉为“华北地区的一颗明珠”。,3051.0,116.988312,40.275353,0,0.0,丫髻山森林公园,
252,252,将府公园Jiangfu Park,5,92.0,,3209.0,116.518823,39.977849,79,0.0,将府公园,JiangfuPark
253,253,老北京胡同游,1,80.0,北京的胡同有上千条，形成于中国历史上的元朝、明朝、清朝三个朝代，其中的大多数形成于13世纪的元朝。胡同的走向多为正东正西，宽度一般不过九米。胡同两旁的建筑大多都是四合院。沿途可以看北京优美的风景。,73.0,116.391622,39.940498,52,0.0,老北京胡同游,
254,254,中国铁道博物馆正阳门馆China Railway Museum Zhengyangmen Museum,1,90.0,收藏和展出60余台珍贵的文物机车和车辆，其规模之大居国内首位。,563.0,116.406489,39.90611,164,0.0,中国铁道博物馆正阳门馆,ChinaRailwayMuseumZhengyangmenMuseum
255,255,北锣鼓巷North Luogu Alley,6,86.0,躲开南锣鼓巷熙攘的人群，在北锣鼓巷悠闲享受慢时光。,61.0,116.409166,39.955059,160,0.0,北锣鼓巷,NorthLuoguAlley
256,256,长陵Changling,2,90.0,,532.0,116.2554107464,40.3085594177,171,0.01,长陵,Changling
257,257,栗花沟Lihuagou Sceneic Area,0,0.0,,,116.5596869873,40.3839130142,0,0.0,栗花沟,LihuagouSceneicArea
258,258,白虎涧森林公园,0,100.0,白虎涧森林公园所在区域属太行山和燕山交汇处，位于中关村西北部，距市区29公里，占地面积11680亩。,3052.0,116.084842,40.144788,1,0.0,白虎涧森林公园,
259,259,人民大会堂The Great Hall of the People,10,92.0,全国人民代表大会会址，建筑恢宏壮观，内部灯火辉煌。,44.0,116.400243,39.911383,268,0.11,人民大会堂,TheGreatHallofthePeople
260,260,鼓楼Drum Tower,4,90.0,,87.0,116.40237,39.946841,382,0.04,鼓楼,DrumTower
261,261,中和殿Hall of Middle Harmony (Zhonghe Dian),2,92.0,,765.0,116.403387,39.924221,38,0.0,中和殿,HallofMiddleHarmonyZhongheDian
262,262,太和殿Hall of Great Harmony (Taihe Dian),4,96.0,是紫禁城里的“金銮殿”，中国现存规格最高的宫殿，三大殿之首。,105.0,116.403432,39.923657,250,0.0,太和殿,HallofGreatHarmonyTaiheDian
263,263,太平洋海底世界Beijing Underwater World Exhibition,4,88.0,近距离观赏各种美丽的海洋生物和表演，探索神奇梦幻的海底世界。,18.0,116.312596,39.924905,680,0.0,太平洋海底世界,BeijingUnderwaterWorldExhibition
264,264,中华世纪坛China Millennium Monument,2,86.0,北京地标建筑，与日冕坛广场合影留念，参观世界各地的艺术展览。,274.0,116.327863,39.917371,242,0.0,中华世纪坛,ChinaMillenniumMonument
265,265,灵境胡同Beijing Lingjing Alley,1,94.0,,241.0,116.387045,39.920612,39,0.0,灵境胡同,BeijingLingjingAlley
266,266,长安街Chang'an Street,13,94.0,,84.0,116.415894,39.914246,193,0.0,长安街,ChanganStreet
267,267,智化寺Zhihua Temple,1,92.0,,800.0,116.438899,39.923716,77,0.0,智化寺,ZhihuaTemple
268,268,北京密云天门山Beijing Tianmen Mountain,1,86.0,,802.0,116.794476,40.598044,42,0.0,北京密云天门山,BeijingTianmenMountain
269,269,老象峰Scenic Spots of Laoxiangfeng,1,84.0,,831.0,117.0232987253,40.3183289748,64,0.0,老象峰,ScenicSpotsofLaoxiangfeng
