,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名,属地
145,145,新娘潭瀑布,1,80.0,新娘潭是郊野公园最出名的旅游点。民间传说曾有一顶大红花轿接了新娘，正往新郎家的途中，因其中一个轿夫失足，以致新娘跌下瀑布，淹死于潭中，故将此潭名为“新娘潭”。这里有银链般的瀑布，有茂密的灌木林，流水潺潺的横涌石涧，其下游的谷地宽广…,343.0,114.2457349616,22.5098377879,2,0.0,新娘潭瀑布,,香港
146,146,天水围体育馆,1,60.0,,344.0,114.0129222205,22.4611592778,1,0.0,天水围体育馆,,香港
147,147,青山禅院Hong Kong Qingshan Temple,0,86.0,,345.0,113.970837,22.394587,4,0.0,青山禅院,HongKongQingshanTemple,香港
148,148,红勘,1,70.0,红磡是一个位于香港九龙半岛的旧区，当中大部份地域都在九龙城区内，但油尖旺区的香港理工大学、香港体育馆及红磡海底隧道入口等地传统上亦算是红磡的一部份。,183.0,114.193266,22.305991,2,0.0,红勘,,香港
149,149,香港中国旅行社（旺角店）,0,0.0,香港中国旅行社成立于1928年，是香港第一家由中国人开办的旅行社，是香港规模最大的旅游机构之一。,92.0,114.183432,22.321861,0,0.0,香港中国旅行社旺角店,,香港
150,150,The Cavern,1,0.0,,346.0,114.1616796479,22.286415899,0,0.0,,TheCavern,香港
151,151,将军澳华人永远坟场Tseung Kwan O Chinese Permanent Cemetery,1,100.0,"将军澳华人永远坟场，是位于香港新界西贡区西南部魔鬼山的一处香港坟场，占地约285,000平方米。",197.0,114.254135877,22.302466516,4,0.0,将军澳华人永远坟场,TseungKwanOChinesePermanentCemetery,香港
152,152,李郑屋汉墓博物馆Lei Cheng Uk Han Tomb Museum,1,76.0,,347.0,114.1715329568,22.3409304241,33,0.0,李郑屋汉墓博物馆,LeiChengUkHanTombMuseum,香港
153,153,大埔海Hong Kong Tolo Harbour,2,90.0,,348.0,114.2177329523,22.4430858596,11,0.0,大埔海,HongKongToloHarbour,香港
154,154,Pacific Coffee(展贸中心店),1,100.0,,349.0,114.2146872859,22.3268575776,0,0.0,展贸中心店,PacificCoffee,香港
155,155,罗屋民俗馆Law Uk Folk Museum,1,80.0,,350.0,114.2467271487,22.267793609,10,0.0,罗屋民俗馆,LawUkFolkMuseum,香港
156,156,The Shortbread Company,1,0.0,,351.0,114.1773649302,22.4508774978,0,0.0,,TheShortbreadCompany,香港
157,157,青松观Ching Chung Koon,1,82.0,,352.0,113.9845674663,22.4092292421,31,0.0,青松观,ChingChungKoon,香港
158,158,米埔野生动物保护区,2,70.0,"香港米埔野生动物保护区是香港最重要的自然保护区，未经许可，禁止进入。在此保护区内，飞禽走兽可自由活动，其中大部分品种都是极为罕见的。这里设有瞭望台。若要前往观赏，可事先向世界自然(香港)基金会提出申请。
米埔自然保护区与大陆深圳隔河…",123.0,114.0111221475,22.4750698671,1,0.0,米埔野生动物保护区,,香港
159,159,大帽山Tai Mo Shan,1,88.0,,232.0,114.1494596926,22.4122556316,26,0.0,大帽山,TaiMoShan,香港
160,160,大鹏湾Mirs Bay,1,70.0,大鹏湾是一个位于香港和中国大陆之间的海湾。是躺在金色的沙滩上享受阳光和海浪绝佳去处。,161.0,114.4555164288,22.5678596076,1,0.0,大鹏湾,MirsBay,香港
161,161,海蚀洞Sea Cave,1,82.0,,353.0,114.3845109745,22.3653607683,8,0.0,海蚀洞,SeaCave,香港
162,162,大白湾沙滩,0,0.0,,,114.02662,22.301538,0,0.0,大白湾沙滩,,香港
163,163,薄扶林郊野公园,0,0.0,,,114.153461,22.270259,0,0.0,薄扶林郊野公园,,香港
164,164,David Zwirner,0,0.0,,,114.1668632937,22.2861560636,0,0.0,,DavidZwirner,香港
165,165,薄凫林牧场,0,0.0,,,114.146733,22.264198,0,0.0,薄凫林牧场,,香港
166,166,虎山观景台Fu Shan Viewing Point (Viewing of Chinese White Dolphins),0,0.0,,,113.8692036546,22.2629057418,0,0.0,虎山观景台,FuShanViewingPointViewingofChineseWhiteDolphins,香港
167,167,Macpherson StadiumMacpherson Stadium,0,0.0,,,114.1843869361,22.3214586457,0,0.0,,MacphersonStadiumMacphersonStadium,香港
168,168,中环街市Central Market,0,0.0,,,114.1670671666,22.2870459314,0,0.0,中环街市,CentralMarket,香港
169,169,天后古庙,0,0.0,,,114.2633702436,22.2339939949,0,0.0,天后古庙,,香港
170,170,东岸公园主题区(第一期)East Coast Park Precinct,0,0.0,,,114.2054186175,22.2912991972,0,0.0,东岸公园主题区第一期,EastCoastParkPrecinct,香港
171,171,界限街二号体育馆Boundary Street Sports Centre No. 2,0,0.0,,,114.1820630104,22.3290538043,0,0.0,界限街二号体育馆,BoundaryStreetSportsCentreNo,香港
172,172,大浪西湾,0,0.0,,,114.3766291831,22.4056492817,0,0.0,大浪西湾,,香港
173,173,骆克道,0,0.0,,,114.1881058558,22.2814981303,0,0.0,骆克道,,香港
174,174,麦理浩径第三段,0,0.0,,,114.343206442,22.4240382331,0,0.0,麦理浩径第三段,,香港
175,175,毕打行,0,0.0,,,114.1685297824,22.2849512494,0,0.0,毕打行,,香港
176,176,疯帽子旋转杯Mad Hatter Tea Cups,0,0.0,,,114.0517808334,22.3163131475,0,0.0,疯帽子旋转杯,MadHatterTeaCups,香港
177,177,五桂山,0,0.0,,,114.2555348334,22.3128490316,0,0.0,五桂山,,香港
178,178,小镇广场米奇老鼠与米妮老鼠合影地,0,0.0,,,114.0552650345,22.3160029555,0,0.0,小镇广场米奇老鼠与米妮老鼠合影地,,香港
179,179,鸭仔山休憩公园Duckling Hill Rest Garden,0,0.0,,,114.2755333547,22.324677691,0,0.0,鸭仔山休憩公园,DucklingHillRestGarden,香港
180,180,皇后大道中,0,0.0,,,114.1667648434,22.2864765412,0,0.0,皇后大道中,,香港
181,181,镇海楼公园,0,0.0,,,114.197267,22.310969,0,0.0,镇海楼公园,,香港
182,182,长洲叮当石,0,0.0,,,114.0396418428,22.2161572925,0,0.0,长洲叮当石,,香港
183,183,黄金泳滩,0,0.0,,,113.9994322333,22.375658603,0,0.0,黄金泳滩,,香港
184,184,石硖尾邨,0,0.0,,,114.1789512497,22.335558195,0,0.0,石硖尾邨,,香港
185,185,南湾泳滩,0,0.0,,,114.2088821981,22.2284377443,0,0.0,南湾泳滩,,香港
186,186,元朗又新街,0,0.0,,,114.0426916002,22.4459804058,0,0.0,元朗又新街,,香港
187,187,元朗公共图书馆,0,0.0,,,114.0354956244,22.444669146,0,0.0,元朗公共图书馆,,香港
188,188,桥咀泳滩,0,0.0,,,114.3002432666,22.3711355499,0,0.0,桥咀泳滩,,香港
189,189,史达工业呈献:铁甲奇侠装备展,0,0.0,,,114.0489132828,22.3199355008,0,0.0,史达工业呈献铁甲奇侠装备展,,香港
190,190,清水湾第一湾泳滩,0,0.0,,,114.302329,22.293971,0,0.0,清水湾第一湾泳滩,,香港
191,191,海洋剧场Ocean Theatre,0,0.0,,,114.182292,22.236511,0,0.0,海洋剧场,OceanTheatre,香港
192,192,蝴蝶湾公园Butterfly Beach Park,0,0.0,,,113.9691984719,22.3766146189,0,0.0,蝴蝶湾公园,ButterflyBeachPark,香港
193,193,摩士公园Morse Park,0,0.0,,,114.2019106184,22.3423587933,0,0.0,摩士公园,MorsePark,香港
194,194,循道卫理联合教会堂,0,0.0,,,114.1816950289,22.280315387,0,0.0,循道卫理联合教会堂,,香港
195,195,天后古庙(后角天后庙店),0,0.0,,,113.9819709835,22.3936722526,0,0.0,天后古庙后角天后庙店,,香港
196,196,葵青剧院Kwai Tsing Theatre,0,0.0,,,114.1377296356,22.3605001605,0,0.0,葵青剧院,KwaiTsingTheatre,香港
197,197,双龙奇缘,0,0.0,,,114.1821151388,22.2514318779,0,0.0,双龙奇缘,,香港
198,198,Pace Gallery,0,0.0,,,114.1668352162,22.2861434953,0,0.0,,PaceGallery,香港
199,199,国际金融中心二期Two International Finance Centre,0,0.0,,,114.1707792417,22.2882739489,0,0.0,国际金融中心二期,TwoInternationalFinanceCentre,香港
200,200,石塘咀公共图书馆,0,0.0,,,114.147743245,22.2891242146,0,0.0,石塘咀公共图书馆,,香港
201,201,欢乐桶,0,0.0,,,114.0509845283,22.3139129092,0,0.0,欢乐桶,,香港
202,202,天上王者,0,0.0,,,114.1883901704,22.2478900549,0,0.0,天上王者,,香港
203,203,冲天摇摆船Crazy Galleon,0,0.0,,,114.1834613813,22.2343638545,0,0.0,冲天摇摆船,CrazyGalleon,香港
204,204,香港圣公会诸圣座堂,0,0.0,,,114.1846283079,22.3204431841,0,0.0,香港圣公会诸圣座堂,,香港
205,205,Yellow HouseYellow House,0,0.0,,,114.1909358925,22.2739038892,0,0.0,,YellowHouseYellowHouse,香港
206,206,石屋家园Stone Houses Family Garden,0,0.0,,,114.2034206473,22.3333183681,0,0.0,石屋家园,StoneHousesFamilyGarden,香港
207,207,The Popsy RoomThe Popsy Room,0,0.0,,,114.1661798447,22.2852431316,0,0.0,,ThePopsyRoomThePopsyRoom,香港
208,208,西蓮園Western Lotus Pond Garden,0,0.0,,,114.221022669,22.3406620322,0,0.0,西蓮園,WesternLotusPondGarden,香港
209,209,Kwok Shui Road ParkKwok Shui Road Park,0,0.0,,,114.145077791,22.3721007634,0,0.0,,KwokShuiRoadParkKwokShuiRoadPark,香港
210,210,Plover Cove Country ParkPlover Cove Country Park,0,0.0,,,114.2681999698,22.5131009281,0,0.0,,PloverCoveCountryParkPloverCoveCountryPark,香港
211,211,Kang Lau Shek (Tung Ping Chau)Kang Lau Shek (Tung Ping Chau),0,0.0,,,114.4516382841,22.5412526312,0,0.0,,KangLauShekTungPingChauKangLauShekTungPingChau,香港
212,212,No 18 Ship StreetNo 18 Ship Street,0,0.0,,,114.1873466399,22.276127374,0,0.0,,NoShipStreetNoShipStreet,香港
213,213,Pak Tso Wan BeachPak Tso Wan Beach,0,0.0,,,114.0383669717,22.1978707011,0,0.0,,PakTsoWanBeachPakTsoWanBeach,香港
214,214,Lions Nature Education CentreLions Nature Education Centre,0,0.0,,,114.2864825376,22.3695133169,0,0.0,,LionsNatureEducationCentreLionsNatureEducationCentre,香港
215,215,Kat O Nature TrailKat O Nature Trail,0,0.0,,,114.313220352,22.5384331254,0,0.0,,KatONatureTrailKatONatureTrail,香港
216,216,Governor's Walk TrailGovernor's Walk Trail,0,0.0,,,114.1578996466,22.2744099731,0,0.0,,GovernorsWalkTrailGovernorsWalkTrail,香港
217,217,Seven Sisters TempleSeven Sisters Temple,0,0.0,,,114.0527539875,22.2887724617,0,0.0,,SevenSistersTempleSevenSistersTemple,香港
218,218,North Lamma Public Library & Heritage And Cultural ShowroomNorth Lamma Public Library & Heritage And Cultural Showroom,0,0.0,,,114.1262927756,22.2280381587,0,0.0,,NorthLammaPublicLibraryHeritageAndCulturalShowroomNorthLammaPublicLibraryHeritageAndCulturalShowroom,香港
219,219,Green House - Botanical GardensGreen House - Botanical Gardens,0,0.0,,,114.1671925531,22.2810641462,0,0.0,,GreenHouseBotanicalGardensGreenHouseBotanicalGardens,香港
220,220,Tin Hau Temple - Tung Ping ChauTin Hau Temple - Tung Ping Chau,0,0.0,,,114.4516382841,22.5412526312,0,0.0,,TinHauTempleTungPingChauTinHauTempleTungPingChau,香港
221,221,Silver Mine CaveSilver Mine Cave,0,0.0,,,114.0111181197,22.2666750286,0,0.0,,SilverMineCaveSilverMineCave,香港
222,222,Kwun Yam Temple (Repulse Bay)Kwun Yam Temple (Repulse Bay),0,0.0,,,114.1722467113,22.2824888531,0,0.0,,KwunYamTempleRepulseBayKwunYamTempleRepulseBay,香港
223,223,嘉里白鹭湖互动中心Kerry Lake Egret Nature Park,0,0.0,,,114.2053014748,22.4361677849,0,0.0,嘉里白鹭湖互动中心,KerryLakeEgretNaturePark,香港
224,224,Art LaneArt Lane,0,0.0,,,114.1578004344,22.2879201264,0,0.0,,ArtLaneArtLane,香港
225,225,Tin Hau Temple Nam Tam Wan - Cheung ChauTin Hau Temple Nam Tam Wan - Cheung Chau,0,0.0,,,114.0499952171,22.2038729567,0,0.0,,TinHauTempleNamTamWanCheungChauTinHauTempleNamTamWanCheungChau,香港
226,226,Lui Seng ChunLui Seng Chun,0,0.0,,,114.1815858208,22.3250123235,0,0.0,,LuiSengChunLuiSengChun,香港
227,227,618 Shanghai Street618 Shanghai Street,0,0.0,,,114.1848292386,22.3194922842,0,0.0,,ShanghaiStreetShanghaiStreet,香港
228,228,Mirror Pool WaterfallsMirror Pool Waterfalls,0,0.0,,,114.2575577068,22.5047557599,0,0.0,,MirrorPoolWaterfallsMirrorPoolWaterfalls,香港
229,229,Moral Sin TongMoral Sin Tong,0,0.0,,,114.0561634306,22.282201222,0,0.0,,MoralSinTongMoralSinTong,香港
230,230,元洲仔自然环境保护研究中心Island House Conservation Studies Centre,0,0.0,,,114.1953551495,22.4459028636,0,0.0,元洲仔自然环境保护研究中心,IslandHouseConservationStudiesCentre,香港
231,231,Van Gogh AliveVan Gogh Alive,0,0.0,,,114.2263109968,22.3221399487,0,0.0,,VanGoghAliveVanGoghAlive,香港
232,232,The Mountain Lodge Guard HouseThe Mountain Lodge Guard House,0,0.0,,,114.1623101858,22.2747929081,0,0.0,,TheMountainLodgeGuardHouseTheMountainLodgeGuardHouse,香港
233,233,Gagosian GalleryGagosian Gallery,0,0.0,,,114.1733877835,22.2822997,0,0.0,,GagosianGalleryGagosianGallery,香港
234,234,Hip Tin Temple And Hok Shan Monastery (lai Chi Wo)Hip Tin Temple And Hok Shan Monastery (lai Chi Lo),0,0.0,,,114.2765238809,22.5272431439,0,0.0,,HipTinTempleAndHokShanMonasterylaiChiWoHipTinTempleAndHokShanMonasterylaiChiLo,香港
235,235,Bamboo GardenBamboo Garden,0,0.0,,,114.1671925531,22.2810641462,0,0.0,,BambooGardenBambooGarden,香港
236,236,Stone TabletStone Tablet,0,0.0,,,114.0550954895,22.2857728947,0,0.0,,StoneTabletStoneTablet,香港
237,237,Wu Kau Tang Martyrs Memorial GardenWu Kau Tang Martyrs Memorial Garden,0,0.0,,,114.2506760847,22.5095971331,0,0.0,,WuKauTangMartyrsMemorialGardenWuKauTangMartyrsMemorialGarden,香港
238,238,The Parsee PavilionThe Parsee Pavilion,0,0.0,,,114.1671925531,22.2810641462,0,0.0,,TheParseePavilionTheParseePavilion,香港
239,239,霍士杰温室,0,0.0,,,114.17355,22.280267,0,0.0,霍士杰温室,,香港
240,240,动漫基地Comix Home Base,0,0.0,,,114.1931468483,22.2774118728,0,0.0,动漫基地,ComixHomeBase,香港
241,241,"香港邮政总局General Post Office, Hong Kong",0,0.0,,,114.176740252,22.2838068708,0,0.0,香港邮政总局,GeneralPostOfficeHongKong,香港
242,242,Double HavenDouble Haven,0,0.0,,,114.289128977,22.5121355152,0,0.0,,DoubleHavenDoubleHaven,香港
243,243,186-190 Queen's Road East - Historic Shophouses186-190 Queen's Road East - Historic Shophouses,0,0.0,,,114.1882727174,22.2754159224,0,0.0,,QueensRoadEastHistoricShophousesQueensRoadEastHistoricShophouses,香港
244,244,大金钟大金钟,0,0.0,,,114.2639917094,22.3956587088,0,0.0,大金钟大金钟,,香港
245,245,Fung Shi Woodlands (lai Chi Wo)Fung Shi Woodlands (lai Chi Wo),0,0.0,,,114.2747480139,22.5272942315,0,0.0,,FungShiWoodlandslaiChiWoFungShiWoodlandslaiChiWo,香港
246,246,Longevity BridgeLongevity Bridge,0,0.0,,,114.2077697541,22.2398425943,0,0.0,,LongevityBridgeLongevityBridge,香港
247,247,Historical Structures Of Aberdeen ReservoirHistorical Structures Of Aberdeen Reservoir,0,0.0,,,114.1795501662,22.2573187977,0,0.0,,HistoricalStructuresOfAberdeenReservoirHistoricalStructuresOfAberdeenReservoir,香港
248,248,Sun Ki BridgeSun Ki Bridge,0,0.0,,,113.8773182003,22.2586027067,0,0.0,,SunKiBridgeSunKiBridge,香港
249,249,Che Pau Teng - Rhino RockChe Pau Teng - Rhino Rock,0,0.0,,,114.2331099383,22.2084373085,0,0.0,,ChePauTengRhinoRockChePauTengRhinoRock,香港
250,250,No 60a-66 Johnston Road ShophouseNo 60a-66 Johnston Road Shophouse,0,0.0,,,114.1878319083,22.2765033837,0,0.0,,NoaJohnstonRoadShophouseNoaJohnstonRoadShophouse,香港
251,251,Brides Pool WaterfallsBrides Pool Waterfalls,0,0.0,,,114.2552850941,22.5038867043,0,0.0,,BridesPoolWaterfallsBridesPoolWaterfalls,香港
252,252,奇幻庭园,0,0.0,,,114.0520275698,22.3132455961,0,0.0,奇幻庭园,,香港
253,253,香港警察总部,0,0.0,,,114.1800842898,22.2814684943,0,0.0,香港警察总部,,香港
254,254,小镇大街古董车,0,0.0,,,114.0554380349,22.3160929433,0,0.0,小镇大街古董车,,香港
255,255,太平洋海岸,0,0.0,,,114.2164196914,22.4225870809,0,0.0,太平洋海岸,,香港
256,256,玩具兵团跳降伞,0,0.0,,,114.0515341505,22.3131466309,0,0.0,玩具兵团跳降伞,,香港
257,257,加利布尼市集,0,0.0,,,114.054037965,22.3142214282,0,0.0,加利布尼市集,,香港
258,258,雷生春堂,0,0.0,,,114.1766194655,22.3277973017,0,0.0,雷生春堂,,香港
259,259,迪士尼故事剧场,0,0.0,,,114.0513782506,22.3170094114,0,0.0,迪士尼故事剧场,,香港
260,260,Ora-OraOra-Ora,0,0.0,,,114.1668583061,22.2861011458,0,0.0,,OraOraOraOra,香港
261,261,SPRPRKSPRPRK,0,0.0,,,114.1668344229,22.3205824469,0,0.0,,SPRPRKSPRPRK,香港
262,262,"维多利亚城界碑 - 跑马地Boundary Stone, City of Victoria - Happy Valley",0,40.0,,,114.1954554279,22.2760033541,0,0.0,维多利亚城界碑跑马地,BoundaryStoneCityofVictoriaHappyValley,香港
263,263,InPARKInPARK,0,0.0,,,114.2334912762,22.3153788531,0,0.0,,InPARKInPARK,香港
264,264,梧桐寨,0,0.0,,,114.1299884264,22.5016674094,0,0.0,梧桐寨,,香港
265,265,3号干线,0,0.0,,,114.1540742234,22.2931400954,0,0.0,号干线,,香港
266,266,THE VINEThe Vine Church,0,0.0,,,114.188027708,22.2792406034,0,0.0,,THEVINETheVineChurch,香港
267,267,马棚先难友纪念碑,0,0.0,,,114.2013562575,22.2756038069,0,0.0,马棚先难友纪念碑,,香港
268,268,f22 foto spacef22 foto space,0,0.0,,,114.1830120631,22.2980164488,0,0.0,,ffotospaceffotospace,香港
269,269,石墙树,0,0.0,,,114.1393152245,22.2850020319,0,0.0,石墙树,,香港
270,270,香港海洋公园 · 水上乐园Water World Ocean Park Hong Kong,0,80.0,,,114.1795763349,22.2385138261,0,0.0,香港海洋公园水上乐园,WaterWorldOceanParkHongKong,香港
271,271,香港动漫海滨乐园Ani-Com Park,0,0.0,,,114.184978,22.287565,0,0.0,香港动漫海滨乐园,AniComPark,香港
272,272,冠玲瓏钻石艺术博物馆,0,0.0,,,114.1905726,22.31045809,0,0.0,冠玲瓏钻石艺术博物馆,,香港
273,273,圣母玫瑰堂Our Lady of the Rosary Church 聖母玫瑰堂,0,0.0,,,114.1414478838,22.2841855758,0,0.0,圣母玫瑰堂聖母玫瑰堂,OurLadyoftheRosaryChurch,香港
274,274,大坑福德古庙,0,0.0,,,114.2018713747,22.2815130879,0,0.0,大坑福德古庙,,香港
275,275,Gravity 萬有引力Gravity,0,0.0,,,114.2371379806,22.3122536289,0,0.0,萬有引力,GravityGravity,香港
